# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
     470.172      298.500       72.301      270.723
     472.202      301.400       72.301      270.723
     474.225      302.100       72.301      270.723
     476.247      303.100       72.301      270.723
     478.270      305.100       72.301      270.723
     480.304      302.300       72.301      270.723
     482.336      308.600       72.301      270.723
     484.368      311.500       72.301      270.723
     486.391      304.100       72.301      270.723
     488.415      298.800       72.301      270.723
     490.439      297.900       72.301      270.723
     492.474      308.500       72.301      270.723
     494.496      301.300       72.301      270.723
     496.529      312.800       72.301      270.723
     498.553      301.800       72.301      270.723
     500.580      293.600       72.301      270.723
     502.601      298.800       72.301      270.723
     504.622      308.300       72.301      270.723
     506.642      307.400       72.301      270.723
     508.672      310.300       72.301      270.723
     510.702      296.100       72.301      270.723
     512.726      306.800       72.301      270.723
     514.748      305.200       72.301      270.723
     516.771      278.200       72.301      270.723
     518.805      275.900       72.383      270.723
     520.837      281.400       72.383      270.723
     522.860      278.800       72.383      270.723
     524.895      284.100       72.383      270.723
     526.925      273.900       72.383      270.723
     528.949      275.100       72.469      270.723
     530.972      280.800       72.469      270.723
     532.992      271.200       72.469      270.723
     535.014      258.200       72.469      270.723
     537.039      266.100       72.469      270.723
     539.062      292.200       72.469      270.723
     541.094      288.300       72.469      270.723
     543.127      298.100       72.469      270.723
     545.150      296.700       72.469      270.723
     547.176      298.600       72.469      270.723
     549.208      287.400       72.469      270.723
     551.245      293.500       72.469      270.723
     553.270      308.200       72.469      270.723
     555.306      302.500       72.469      270.723
     557.329      295.100       72.469      270.723
     559.361      296.800       72.469      270.723
     561.383      294.800       72.469      270.723
     563.415      297.100       72.469      270.723
     565.444      290.800       72.469      270.723
     567.466      294.400       72.469      270.723
     569.487      292.400       72.469      270.723
     571.520      297.000       72.469      270.723
     573.554      298.900       72.469      270.723
     575.581      313.900       72.469      270.723
     577.603      303.700       72.469      270.723
     579.626      298.000       72.469      270.723
     581.653      297.500       72.469      270.723
     583.685      296.600       72.469      270.723
     585.714      305.100       72.469      270.723
     587.741      299.000       72.469      270.723
     589.768      293.600       72.469      270.723
     591.800      308.000       72.469      270.723
     593.822      311.000       72.469      270.723
     595.848      313.600       72.469      270.723
     597.870      312.100       72.469      270.723
     599.892      315.100       72.469      270.723
     601.913      296.700       72.469      270.723
     603.946      304.500       72.469      270.723
     605.978      311.000       72.469      270.723
     608.005      302.800       72.469      270.723
     610.031      297.300       72.469      270.723
     612.064      288.100       72.469      270.723
     614.095      281.700       72.469      270.723
     616.118      276.300       72.469      270.723
     618.142      272.600       72.469      270.723
     620.177      277.800       72.469      270.723
     622.209      281.900       72.469      270.723
     624.232      285.800       72.469      270.723
     626.262      306.400       72.469      270.723
     628.295      305.100       72.469      270.723
     630.317      306.100       72.469      270.723
     632.340      305.000       72.469      270.723
     634.362      300.700       72.469      270.723
     636.395      306.900       72.469      270.723
     638.427      302.200       72.469      270.723
     640.464      309.700       72.469      270.723
     642.486      300.200       72.469      270.723
     644.511      292.900       72.469      270.723
     646.542      293.900       72.469      270.723
     648.566      287.000       72.469      270.723
     650.588      284.900       72.469      270.723
     652.612      288.000       72.469      270.723
     654.638      297.100       72.469      270.723
     656.662      305.300       72.469      270.723
     658.690      303.800       72.469      270.723
     660.725      300.800       72.469      270.723
     662.747      306.000       72.469      270.723
     664.780      303.100       72.469      270.723
     666.802      310.500       72.469      270.723
     668.825      307.900       72.469      270.723
     670.849      300.000       72.469      270.723
     672.882      293.700       72.469      270.723
     674.908      297.500       72.469      270.723
     676.932      303.000       72.469      270.723
     678.953      292.900       72.469      270.723
     680.984      293.800       72.469      270.723
     683.008      291.100       72.469      270.723
     685.030      290.800       72.469      270.723
     687.062      281.900       72.469      270.723
     689.085      280.400       72.469      270.723
     691.107      282.400       72.469      270.723
     693.129      281.800       72.469      270.723
     695.164      283.500       72.469      270.723
     697.188      289.100       72.469      270.723
     699.221      292.100       72.469      270.723
     701.250      276.000       72.469      270.723
     703.272      278.900       72.469      270.723
     705.292      274.200       72.469      270.723
     707.315      274.400       72.469      270.723
     709.348      281.400       72.469      270.723
     711.371      313.900       72.469      270.723
     713.393      301.300       72.469      270.723
     715.425      306.000       72.469      270.723
     717.449      310.800       72.469      270.723
     719.472      303.500       72.469      270.723
     721.492      303.500       72.469      270.723
     723.512      302.500       72.469      270.723
     725.538      302.600       72.469      270.723
     727.560      299.600       72.469      270.723
     729.592      304.200       72.469      270.723
     731.622      307.300       72.469      270.723
     733.654      309.100       72.469      270.723
     735.676      314.000       72.469      270.723
     737.699      313.900       72.469      270.723
     739.730      303.800       72.469      270.723
     741.752      295.700       72.469      270.723
     743.785      290.300       72.469      270.723
     745.817      288.300       72.469      270.723
     747.850      289.300       72.469      270.723
     749.872      282.800       72.469      270.723
     751.904      281.500       72.469      270.723
     753.936      288.900       72.469      270.723
     755.963      281.800       72.469      270.723
     757.986      298.600       72.469      270.723
     760.014      274.500       72.469      270.723
     762.037      284.300       72.469      270.723
     764.069      293.200       72.469      270.723
     766.093      290.600       72.469      270.723
     768.123      313.800       72.469      270.723
     770.148      308.200       72.469      270.723
     772.180      303.000       72.469      270.723
     774.214      307.300       72.469      270.723
     776.244      311.800       72.469      270.723
     778.276      306.100       72.469      270.723
     780.308      306.600       72.469      270.723
     782.339      299.800       72.469      270.723
     784.371      295.300       72.469      270.723
     786.403      287.900       72.469      270.723
     788.425      296.700       72.469      270.723
     790.446      300.300       72.469      270.723
     792.468      296.700       72.469      270.723
     794.500      291.400       72.469      270.723
     796.532      291.400       72.469      270.723
     798.562      298.500       72.469      270.723
     800.582      295.500       72.469      270.723
     802.602      303.500       72.469      270.723
     804.622      302.000       72.469      270.723
     806.642      300.500       72.469      270.723
     808.664      312.500       72.469      270.723
     810.689      315.100       72.469      270.723
     812.721      305.700       72.469      270.723
     814.752      311.600       72.469      270.723
     816.782      303.400       72.469      270.723
     818.805      294.700       72.469      270.723
     820.837      294.300       72.469      270.723
     822.858      295.800       72.469      270.723
     824.890      294.800       72.469      270.723
     826.923      297.000       72.469      270.723
     828.947      299.400       72.469      270.723
     830.979      299.700       72.469      270.723
     833.002      292.100       72.469      270.723
     835.028      292.200       72.469      270.723
     837.061      300.600       72.625      271.723
     839.093      303.200       72.625      271.723
     841.115      300.200       72.625      271.723
     843.155      296.700       72.625      271.723
     845.179      287.000       72.625      271.723
     847.204      285.400       72.625      271.723
     849.226      289.900       72.625      271.723
     851.254      294.800       72.625      271.723
     853.276      300.300       72.625      271.723
     855.308      295.800       72.625      271.723
     857.340      291.900       72.828      271.723
     859.361      299.800       72.828      271.723
     861.382      292.900       72.828      271.723
     863.404      309.600       72.828      271.723
     865.426      303.700       72.828      271.723
     867.458      298.700       72.828      271.723
     869.480      299.200       72.828      271.723
     871.514      314.600       72.828      271.723
     873.547      313.800       72.828      271.723
     875.580      308.400       72.828      271.723
     877.614      304.800       72.828      271.723
     879.646      288.500       72.828      271.723
     881.678      286.400       72.828      271.723
     883.700      283.300       72.828      271.723
     885.725      279.500       72.828      271.723
     887.747      276.000       72.828      271.723
     889.779      282.000       72.828      271.723
     891.801      293.800       72.828      271.723
     893.827      288.800       72.828      271.723
     895.849      302.600       72.828      271.723
     897.877      296.900       72.828      271.723
     899.901      283.200       72.828      271.723
     901.922      294.800       72.828      271.723
     903.950      296.900       72.828      271.723
     905.972      294.200       72.828      271.723
     908.006      295.100       72.828      271.723
     910.041      295.900       72.828      271.723
     912.062      298.200       72.828      271.723
     914.088      297.800       72.828      271.723
     916.118      294.000       72.828      271.723
     918.141      293.700       72.828      271.723
     920.164      297.600       72.828      271.723
     922.194      301.900       72.828      271.723
     924.217      298.600       72.828      271.723
     926.251      292.600       72.828      271.723
     928.284      297.500       72.828      271.723
     930.318      306.800       72.828      271.723
     932.351      305.100       72.828      271.723
     934.383      296.700       72.898      271.723
     936.416      301.600       72.898      271.723
     938.438      289.200       72.898      271.723
     940.467      301.700       72.898      271.723
     942.499      312.000       72.898      271.723
     944.521      277.500       72.898      271.723
     946.543      279.500       72.898      271.723
     948.564      299.400       72.898      271.723
     950.586      299.200       72.898      271.723
     952.618      297.100       72.898      271.723
     954.650      300.800       72.898      271.723
     956.673      308.000       72.898      271.723
     958.698      309.100       72.898      271.723
